 * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
127.0.0.1 - - [30/Sep/2018 04:45:29] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [30/Sep/2018 04:45:30] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [30/Sep/2018 04:45:30] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [30/Sep/2018 04:45:30] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [30/Sep/2018 04:45:30] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [30/Sep/2018 04:45:30] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [01/Oct/2018 12:01:09] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2018 12:01:10] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [01/Oct/2018 12:01:10] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [01/Oct/2018 12:01:10] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [01/Oct/2018 12:01:10] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [01/Oct/2018 12:01:10] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [01/Oct/2018 12:01:10] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [01/Oct/2018 12:01:10] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [01/Oct/2018 12:01:11] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [01/Oct/2018 12:01:11] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [01/Oct/2018 12:01:11] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [01/Oct/2018 12:01:25] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2018 12:01:25] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2018 12:01:25] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2018 12:01:25] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2018 12:01:26] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2018 12:01:26] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [01/Oct/2018 12:01:27] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [01/Oct/2018 12:01:27] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [01/Oct/2018 12:01:27] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [01/Oct/2018 12:01:28] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [01/Oct/2018 12:01:29] "GET /t HTTP/1.1" 200 -
[2018-10-01 12:10:15,956] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [01/Oct/2018 12:10:16] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [01/Oct/2018 12:10:16] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2018 12:10:16] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2018 12:10:16] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [01/Oct/2018 12:10:16] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2018 12:28:01] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2018 12:28:01] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2018 12:28:01] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2018 12:28:01] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2018 12:28:01] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2018 12:28:03] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [03/Oct/2018 12:28:04] "GET /t HTTP/1.1" 200 -
[2018-10-03 19:25:14,031] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [03/Oct/2018 19:25:14] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [03/Oct/2018 19:25:16] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2018 19:25:16] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2018 19:25:18] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2018 19:25:18] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2018 19:25:22] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2018 19:25:28] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [03/Oct/2018 19:25:29] "GET /t HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2018 19:25:39] "GET /dobavi HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2018 19:25:43] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [03/Oct/2018 19:25:44] "GET /t HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2018 19:25:50] "GET /dobavi HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2018 19:26:08] "POST /remfav HTTP/1.1" 302 -
127.0.0.1 - - [03/Oct/2018 19:26:08] "GET /dobavi HTTP/1.1" 200 -
127.0.0.1 - - [03/Oct/2018 19:26:17] "POST /addfav HTTP/1.1" 302 -
127.0.0.1 - - [03/Oct/2018 19:26:17] "GET /dobavi HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2018 12:21:44] "GET /dobavi HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2018 12:21:45] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2018 12:21:45] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2018 12:21:45] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2018 12:21:45] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [04/Oct/2018 12:21:51] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [04/Oct/2018 12:21:51] "GET /t HTTP/1.1" 200 -
[2018-10-06 09:22:48,576] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [06/Oct/2018 09:22:48] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [06/Oct/2018 09:22:49] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [06/Oct/2018 09:22:49] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Oct/2018 09:22:49] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Oct/2018 09:22:49] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Oct/2018 09:22:51] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Oct/2018 09:22:52] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Oct/2018 09:22:52] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Oct/2018 09:22:52] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Oct/2018 09:22:52] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Oct/2018 09:22:52] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Oct/2018 09:22:52] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Oct/2018 09:22:52] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Oct/2018 09:22:52] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Oct/2018 09:22:53] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [06/Oct/2018 09:22:53] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:06:15] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [08/Oct/2018 06:06:16] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:06:16] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:06:16] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:06:17] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:06:17] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:06:17] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:06:17] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:06:17] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:06:17] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:06:17] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:28:49] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [08/Oct/2018 06:28:50] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:28:50] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:28:50] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:28:50] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:28:50] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:28:50] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:28:50] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:28:50] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:28:50] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 06:28:50] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 12:30:29] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [08/Oct/2018 12:30:29] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 12:30:30] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 12:30:30] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 12:30:30] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 12:30:30] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 12:30:30] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 12:30:30] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 12:30:30] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 12:30:30] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 12:30:30] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 12:30:31] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [08/Oct/2018 12:30:31] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [08/Oct/2018 12:30:31] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [08/Oct/2018 12:30:31] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [08/Oct/2018 12:30:31] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [08/Oct/2018 12:30:31] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 12:30:32] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 12:30:32] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 12:30:32] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [08/Oct/2018 12:30:34] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [08/Oct/2018 12:30:34] "GET /t HTTP/1.1" 200 -
[2018-10-08 22:14:19,338] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [08/Oct/2018 22:14:19] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [08/Oct/2018 22:14:20] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [08/Oct/2018 22:14:20] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [08/Oct/2018 22:14:20] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [08/Oct/2018 22:14:20] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Oct/2018 12:23:23] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [10/Oct/2018 12:23:23] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [10/Oct/2018 12:23:23] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [10/Oct/2018 12:23:23] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [10/Oct/2018 12:23:24] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Oct/2018 12:23:24] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [10/Oct/2018 12:23:28] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [10/Oct/2018 12:23:28] "GET /t HTTP/1.1" 200 -
127.0.0.1 - - [10/Oct/2018 12:23:29] "GET /favicon.ico HTTP/1.1" 404 -
[2018-10-10 23:25:09,211] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [10/Oct/2018 23:25:09] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [10/Oct/2018 23:25:09] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [10/Oct/2018 23:25:09] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [10/Oct/2018 23:25:09] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [10/Oct/2018 23:25:09] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [11/Oct/2018 08:12:24] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [11/Oct/2018 08:12:24] "GET /static/materialize.min.css HTTP/1.1" 304 -
127.0.0.1 - - [11/Oct/2018 08:12:24] "GET /static/main.css HTTP/1.1" 304 -
127.0.0.1 - - [11/Oct/2018 08:12:25] "GET /static/main.js HTTP/1.1" 304 -
127.0.0.1 - - [11/Oct/2018 08:12:25] "GET /static/logo_full_bg.svg HTTP/1.1" 304 -
127.0.0.1 - - [11/Oct/2018 08:12:26] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [11/Oct/2018 12:22:15] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [11/Oct/2018 12:22:15] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [11/Oct/2018 12:22:16] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [11/Oct/2018 12:22:16] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [11/Oct/2018 12:22:16] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [11/Oct/2018 12:22:18] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [11/Oct/2018 12:22:18] "POST / HTTP/1.1" 302 -
127.0.0.1 - - [11/Oct/2018 12:22:19] "GET /t HTTP/1.1" 200 -
127.0.0.1 - - [11/Oct/2018 12:22:19] "GET /favicon.ico HTTP/1.1" 404 -
[2018-10-11 23:39:52,696] ERROR in app: Exception on /t [GET]
Traceback (most recent call last):
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 2292, in wsgi_app
    response = self.full_dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1815, in full_dispatch_request
    rv = self.handle_user_exception(e)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1718, in handle_user_exception
    reraise(exc_type, exc_value, tb)
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1813, in full_dispatch_request
    rv = self.dispatch_request()
  File "/usr/lib64/python2.7/site-packages/flask/app.py", line 1799, in dispatch_request
    return self.view_functions[rule.endpoint](**req.view_args)
  File "st-lite.py", line 41, in check
    stopId = session['userSt_id']
  File "/usr/lib/python2.7/site-packages/werkzeug/local.py", line 377, in <lambda>
    __getitem__ = lambda x, i: x._get_current_object()[i]
  File "/usr/lib64/python2.7/site-packages/flask/sessions.py", line 83, in __getitem__
    return super(SecureCookieSession, self).__getitem__(key)
KeyError: 'userSt_id'
127.0.0.1 - - [11/Oct/2018 23:39:52] "GET /t HTTP/1.1" 500 -
127.0.0.1 - - [11/Oct/2018 23:39:53] "GET /static/main.css HTTP/1.1" 200 -
127.0.0.1 - - [11/Oct/2018 23:39:53] "GET /static/materialize.min.css HTTP/1.1" 200 -
127.0.0.1 - - [11/Oct/2018 23:39:53] "GET /static/logo_full_bg.svg HTTP/1.1" 200 -
127.0.0.1 - - [11/Oct/2018 23:39:53] "GET /static/main.js HTTP/1.1" 200 -
127.0.0.1 - - [13/Oct/2018 02:08:45] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [13/Oct/2018 02:08:46] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 02:08:46] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 02:08:46] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 02:08:46] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 02:08:46] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 02:08:46] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 02:08:46] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 02:08:46] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 02:08:47] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 02:08:47] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 16:46:11] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [13/Oct/2018 16:46:12] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 16:46:12] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 16:46:12] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 16:46:12] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 16:46:12] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 16:46:12] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 16:46:12] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 16:46:12] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 16:46:12] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 16:46:12] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 17:15:04] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [13/Oct/2018 17:15:04] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 17:15:04] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 17:15:04] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 17:15:04] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 17:15:04] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 17:15:05] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 17:15:05] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 17:15:05] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 17:15:05] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 17:15:05] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 18:53:56] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [13/Oct/2018 18:53:56] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 18:53:56] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 18:53:56] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 18:53:57] "GET /apple-touch-icon.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 18:53:57] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 18:53:57] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 18:53:57] "GET /apple-touch-icon-120x120.png HTTP/1.1" 404 -
127.0.0.1 - - [13/Oct/2018 18:53:57] "GET /apple-touch-icon-precomposed.png HTTP/1.1" 404 -
